n_files,total_mb,drizcorr,pctecorr,crsplit,subarray,detector,dtype,instr,mem_pred,wall_pred,bin_pred,wc_mean,wc_err,wc_std,x_mean,x_files,memory,wallclock,mem_bin
6,22,0,0,0,0,0,1,2,,,,,,,,,1.183804,88.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691152,38.0,0.0
2,2,1,0,1,1,1,0,3,,,,,,,,,0.713208,68.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.572572,37.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.709324,1064.0,0.0
5,5,0,0,2,0,0,1,2,,,,,,,,,0.690848,63.0,0.0
2,5,1,0,0,1,0,0,3,,,,,,,,,0.718148,48.0,0.0
2,9,1,0,1,1,1,0,3,,,,,,,,,0.959416,100.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.822584,59.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.618624,50.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.705616,42.0,0.0
3,1,0,0,1,0,0,1,2,,,,,,,,,0.538516,32.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.551952,26.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.710552,63.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.828188,86.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.688776,27.0,0.0
2,18,1,0,0,0,0,0,3,,,,,,,,,0.947644,70.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146836,819.0,0.0
7,5,1,0,0,1,0,1,3,,,,,,,,,0.711708,67.0,0.0
6,69,1,1,1,0,1,1,0,,,,,,,,,2.327756,3365.0,1.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.737644,60.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.59044,40.0,0.0
5,5,1,0,1,0,0,1,0,,,,,,,,,0.725544,81.0,0.0
2,0,0,0,0,1,0,0,1,,,,,,,,,0.617348,38.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.536708,34.0,0.0
2,9,1,1,1,1,1,0,3,,,,,,,,,1.110896,629.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.709464,39.0,0.0
6,1,1,0,2,1,1,1,3,,,,,,,,,0.694936,72.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.704328,42.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.536584,31.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.709912,35.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.264968,2745.0,1.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.7205,40.0,0.0
9,164,1,0,0,0,0,1,3,,,,,,,,,0.914112,284.0,0.0
13,7,0,0,0,0,0,1,1,,,,,,,,,1.528416,552.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.149192,2202.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.712792,37.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.826696,90.0,0.0
2,22,0,0,0,0,0,0,3,,,,,,,,,0.828604,50.0,0.0
16,120,1,1,1,1,1,1,3,,,,,,,,,2.88026,4895.0,1.0
2,2,0,0,0,1,0,0,3,,,,,,,,,0.691736,29.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.218396,2073.0,1.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.23108,2423.0,1.0
2,33,0,0,1,0,1,0,3,,,,,,,,,0.717624,35.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.140964,2128.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.718048,43.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.262236,2247.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57022,37.0,0.0
2,2,0,1,1,1,1,0,3,,,,,,,,,0.973896,184.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.53844,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.701308,30.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.538096,36.0,0.0
13,6,0,0,0,0,0,1,1,,,,,,,,,1.535036,477.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69062,52.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.94732,195.0,0.0
2,1,1,0,1,1,1,0,3,,,,,,,,,0.692672,61.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.700968,31.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.719468,37.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57094,37.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57214,28.0,0.0
2,15,1,0,0,0,0,0,3,,,,,,,,,1.013704,67.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.45676,20.0,0.0
4,3,0,0,0,0,0,1,1,,,,,,,,,1.45964,161.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.296072,790.0,0.0
5,3,0,0,1,1,0,1,2,,,,,,,,,0.630628,60.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571112,34.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.689524,36.0,0.0
5,7,0,0,1,0,0,1,2,,,,,,,,,0.739872,68.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.617232,50.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.148724,2188.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.829472,89.0,0.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.9664,345.0,0.0
2,9,1,1,1,1,1,0,3,,,,,,,,,1.111812,543.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.70304,37.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.223932,5275.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.546576,29.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.261684,7033.0,1.0
9,130,1,0,0,0,0,1,3,,,,,,,,,1.12476,250.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.71032,46.0,0.0
3,1,0,0,1,0,0,1,2,,,,,,,,,0.537828,26.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.686184,792.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146684,886.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.705604,44.0,0.0
28,5,0,0,0,0,0,1,1,,,,,,,,,1.50334,633.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.704768,101.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.712088,39.0,0.0
7,105,1,1,1,0,1,1,3,,,,,,,,,2.726984,2732.0,1.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.71062,46.0,0.0
3,0,0,0,0,0,0,0,1,,,,,,,,,1.408032,91.0,0.0
2,2,1,0,1,0,0,0,0,,,,,,,,,0.710128,50.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570884,36.0,0.0
2,2,0,1,1,1,1,0,3,,,,,,,,,0.974704,187.0,0.0
10,3,1,0,1,1,1,1,3,,,,,,,,,0.70838,92.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947664,171.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.718548,1496.0,0.0
13,4,0,0,0,0,0,1,1,,,,,,,,,1.49412,529.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57104,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.572256,37.0,0.0
2,13,1,0,0,0,0,0,3,,,,,,,,,0.990948,64.0,0.0
9,112,1,0,0,0,0,1,3,,,,,,,,,1.064512,245.0,0.0
5,7,0,0,1,0,0,1,2,,,,,,,,,0.71896,66.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.280092,923.0,0.0
5,9,0,0,2,0,0,1,2,,,,,,,,,0.750736,53.0,0.0
25,14,1,0,0,0,0,1,0,,,,,,,,,0.803088,125.0,0.0
2,5,1,0,0,1,0,0,3,,,,,,,,,0.720732,32.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.268932,8075.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.536568,35.0,0.0
9,18,1,0,0,1,0,1,3,,,,,,,,,0.791856,115.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690856,36.0,0.0
2,15,1,0,0,0,0,0,3,,,,,,,,,0.925872,73.0,0.0
5,9,0,0,2,0,0,1,2,,,,,,,,,0.7385,52.0,0.0
3,7,0,0,2,0,0,1,2,,,,,,,,,0.600056,44.0,0.0
6,69,1,1,2,0,1,1,0,,,,,,,,,2.204928,4613.0,1.0
8,2,1,1,2,1,1,1,3,,,,,,,,,0.978288,460.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.82768,56.0,0.0
2,9,1,1,1,1,1,0,3,,,,,,,,,1.109944,504.0,0.0
2,24,1,0,0,0,0,0,3,,,,,,,,,1.076388,75.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.225824,2469.0,1.0
3,5,0,0,2,1,0,1,2,,,,,,,,,0.582668,39.0,0.0
2,0,0,0,0,0,0,0,1,,,,,,,,,0.588856,27.0,0.0
6,5,1,0,1,0,0,1,0,,,,,,,,,0.73238,73.0,0.0
4,9,0,0,0,0,0,0,2,,,,,,,,,0.6199,63.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146348,634.0,0.0
5,4,0,0,1,1,0,1,2,,,,,,,,,0.634628,60.0,0.0
2,0,0,0,0,1,0,0,1,,,,,,,,,0.616288,64.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.14698,562.0,0.0
37,19,1,0,0,0,0,1,0,,,,,,,,,0.978852,228.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.230868,5443.0,1.0
9,138,1,1,1,0,1,1,0,,,,,,,,,2.906324,7973.0,1.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.712932,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.703448,36.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.1456,3398.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.707228,47.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.288444,10623.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.61776,52.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.70528,46.0,0.0
13,102,0,0,0,0,0,1,1,,,,,,,,,1.74058,900.0,0.0
5,44,1,0,0,0,0,1,3,,,,,,,,,1.054592,124.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690456,35.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.72726,1976.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.695152,43.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.15052,1489.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.7153,1500.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.689696,34.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.256472,6019.0,1.0
2,13,1,0,0,0,0,0,3,,,,,,,,,0.990976,65.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147676,910.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.538432,37.0,0.0
5,4,1,0,0,1,0,1,3,,,,,,,,,0.694536,43.0,0.0
2,26,1,0,0,0,0,0,3,,,,,,,,,1.07054,76.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570256,32.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.452576,1485.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.822796,57.0,0.0
10,5,1,0,0,0,0,1,0,,,,,,,,,0.7088,43.0,0.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.733224,69.0,0.0
5,5,1,0,1,0,0,1,0,,,,,,,,,0.722948,85.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.69098,24.0,0.0
9,140,1,1,1,0,1,1,3,,,,,,,,,3.28646,2505.0,1.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.712744,36.0,0.0
2,13,1,0,0,0,0,0,3,,,,,,,,,1.036056,67.0,0.0
3,8,0,0,0,1,0,1,1,,,,,,,,,1.523488,105.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.572712,37.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.616176,50.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.252084,4804.0,1.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.41414,94.0,0.0
26,8,1,1,1,1,1,1,3,,,,,,,,,1.036176,1889.0,0.0
2,20,1,0,0,0,0,0,3,,,,,,,,,1.028604,74.0,0.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.96466,336.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.245804,5274.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.692052,38.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.138396,875.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571232,36.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.714588,88.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.711516,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690664,37.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.24874,2621.0,1.0
2,2,1,0,1,0,0,0,0,,,,,,,,,0.710912,46.0,0.0
5,5,0,0,1,0,0,1,2,,,,,,,,,0.713712,59.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.70536,85.0,0.0
2,13,1,0,0,0,0,0,3,,,,,,,,,1.031496,62.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.716172,38.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.826912,91.0,0.0
5,10,1,0,0,1,0,1,3,,,,,,,,,0.744972,71.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947824,170.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690628,37.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.535812,31.0,0.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.9648,331.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.7057,87.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.717008,1658.0,0.0
9,29,1,0,0,1,0,1,3,,,,,,,,,0.821084,100.0,0.0
2,8,0,0,0,0,0,0,2,,,,,,,,,0.691592,63.0,0.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.965916,330.0,0.0
7,105,1,1,1,0,1,1,3,,,,,,,,,2.755188,2704.0,1.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.706268,45.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.70904,54.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.825964,86.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.618748,53.0,0.0
2,29,1,0,0,0,0,0,3,,,,,,,,,1.070704,85.0,0.0
5,49,1,0,0,0,0,1,3,,,,,,,,,1.121372,138.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.722168,44.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.720188,43.0,0.0
2,9,1,1,1,1,1,0,3,,,,,,,,,1.109868,418.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.688144,33.0,0.0
5,9,0,0,2,0,0,1,2,,,,,,,,,0.743492,66.0,0.0
5,27,1,0,0,0,0,1,3,,,,,,,,,0.957036,100.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.94758,125.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.597316,2471.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691716,36.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.234636,2706.0,1.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.619432,51.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.704624,45.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.56938,38.0,0.0
2,13,1,0,0,0,0,0,3,,,,,,,,,1.047944,72.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.644576,54.0,0.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.62012,50.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.6972,44.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.70864,37.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.689524,48.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.71952,923.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.538252,37.0,0.0
2,2,0,1,1,1,1,0,3,,,,,,,,,0.956544,154.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.25922,5553.0,1.0
2,2,0,1,1,1,1,0,3,,,,,,,,,0.973568,191.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.94698,203.0,0.0
3,1,0,0,1,0,0,1,2,,,,,,,,,0.537412,33.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.704728,1711.0,0.0
6,69,1,1,2,0,1,1,0,,,,,,,,,2.241876,4412.0,1.0
9,132,1,0,0,0,0,1,3,,,,,,,,,1.092788,267.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.704336,46.0,0.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.62182,51.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.721056,950.0,0.0
7,33,0,0,0,0,0,1,1,,,,,,,,,1.693812,318.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537204,34.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.413952,69.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.148008,2484.0,0.0
7,66,1,0,0,0,0,1,3,,,,,,,,,1.106616,159.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.695128,43.0,0.0
5,9,0,0,2,0,0,1,2,,,,,,,,,0.663856,66.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.707536,38.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.826188,88.0,0.0
2,0,0,0,0,0,0,0,1,,,,,,,,,0.616188,45.0,0.0
2,0,0,0,0,1,0,0,1,,,,,,,,,0.615904,56.0,0.0
7,2,1,0,1,1,1,1,3,,,,,,,,,0.70176,90.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.56888,36.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.734212,75.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.686936,24.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.537496,37.0,0.0
2,10,0,0,0,1,0,0,3,,,,,,,,,0.731432,39.0,0.0
2,39,1,0,0,0,0,0,3,,,,,,,,,1.08628,66.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.719452,34.0,0.0
5,9,0,0,2,0,0,1,2,,,,,,,,,0.74396,69.0,0.0
8,7,1,0,2,0,0,1,0,,,,,,,,,0.754828,102.0,0.0
2,0,0,0,0,0,0,0,1,,,,,,,,,0.589884,27.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.53738,36.0,0.0
7,84,1,0,0,0,0,1,3,,,,,,,,,1.040692,206.0,0.0
9,140,1,1,1,0,1,1,3,,,,,,,,,3.292904,4400.0,1.0
5,53,1,0,0,0,0,1,3,,,,,,,,,1.062124,120.0,0.0
5,3,0,0,2,1,0,1,2,,,,,,,,,0.691236,56.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.273484,826.0,0.0
2,1,1,0,1,1,1,0,3,,,,,,,,,0.691068,72.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.456104,6456.0,1.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147332,895.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146544,1793.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.688556,50.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.537764,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57118,31.0,0.0
4,4,0,0,0,0,0,1,1,,,,,,,,,1.508324,125.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.699244,44.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.704904,46.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.72018,41.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.700868,51.0,0.0
9,141,1,0,0,0,0,1,3,,,,,,,,,1.074912,248.0,0.0
3,9,0,0,2,1,0,1,2,,,,,,,,,0.602184,46.0,0.0
3,0,0,0,0,1,0,1,1,,,,,,,,,0.587404,33.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.69708,45.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57232,37.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.691492,30.0,0.0
3,5,0,0,2,0,0,1,2,,,,,,,,,0.591864,42.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.249556,7001.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.68996,36.0,0.0
4,3,0,0,0,0,0,1,1,,,,,,,,,1.489944,230.0,0.0
2,13,1,0,0,0,0,0,3,,,,,,,,,1.033968,67.0,0.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.963392,318.0,0.0
7,2,1,1,1,1,1,1,3,,,,,,,,,0.971444,277.0,0.0
3,2,0,0,2,1,0,1,2,,,,,,,,,0.691156,37.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.707208,46.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.688488,31.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570492,38.0,0.0
6,69,1,1,1,0,1,1,0,,,,,,,,,2.314028,6706.0,1.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.96488,311.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.827964,80.0,0.0
2,18,1,0,0,0,0,0,3,,,,,,,,,1.048952,66.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.699576,51.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.456672,18.0,0.0
2,9,1,0,1,1,1,0,3,,,,,,,,,0.9576,108.0,0.0
2,9,1,1,1,1,1,0,3,,,,,,,,,1.105884,542.0,0.0
3,1,0,0,1,0,0,1,2,,,,,,,,,0.538192,33.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.689968,37.0,0.0
5,34,0,0,0,0,0,1,2,,,,,,,,,0.673396,149.0,0.0
41,58,0,0,0,1,0,1,1,,,,,,,,,1.628928,1310.0,0.0
3,9,0,0,1,0,0,1,2,,,,,,,,,0.610924,46.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.631228,73.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146964,3051.0,0.0
5,38,1,0,0,0,0,1,3,,,,,,,,,1.061652,116.0,0.0
9,5,1,0,1,1,0,1,0,,,,,,,,,0.721216,105.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.822196,56.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.14738,1724.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.63454,95.0,0.0
6,69,1,1,2,0,1,1,0,,,,,,,,,2.228032,2989.0,1.0
2,18,1,0,0,0,0,0,3,,,,,,,,,0.864816,73.0,0.0
3,9,0,0,1,0,0,1,2,,,,,,,,,0.570428,44.0,0.0
7,2,0,0,0,0,0,1,1,,,,,,,,,1.491088,347.0,0.0
2,2,0,0,0,1,0,0,3,,,,,,,,,0.692432,29.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.149412,605.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.721988,44.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.145444,2413.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.413276,94.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.53758,36.0,0.0
7,105,1,1,1,0,1,1,3,,,,,,,,,2.75246,2625.0,1.0
28,8,0,0,0,0,0,1,1,,,,,,,,,1.532088,715.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.6904,30.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690828,37.0,0.0
5,10,1,0,0,1,0,1,3,,,,,,,,,0.750828,72.0,0.0
2,13,1,0,0,0,0,0,3,,,,,,,,,1.021156,63.0,0.0
2,20,1,0,0,0,0,0,3,,,,,,,,,1.068272,63.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571768,38.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.82484,58.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.409004,100.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.224932,7141.0,1.0
9,138,1,1,1,0,1,1,0,,,,,,,,,2.766144,7426.0,1.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.691184,33.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.273828,629.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57134,37.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.24534,2511.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69046,38.0,0.0
2,1,1,0,1,1,1,0,3,,,,,,,,,0.693156,63.0,0.0
2,10,1,0,0,1,0,0,3,,,,,,,,,0.745812,53.0,0.0
2,33,0,0,1,0,1,0,3,,,,,,,,,0.72642,32.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.537252,35.0,0.0
4,18,0,0,0,0,0,1,1,,,,,,,,,1.630068,171.0,0.0
9,26,1,0,0,1,0,1,3,,,,,,,,,0.82044,93.0,0.0
2,22,0,0,0,0,0,0,3,,,,,,,,,0.815192,55.0,0.0
2,1,1,0,1,1,1,0,3,,,,,,,,,0.694532,63.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.699848,36.0,0.0
2,13,1,0,0,0,0,0,3,,,,,,,,,0.838408,79.0,0.0
5,4,1,0,1,1,1,1,3,,,,,,,,,0.722364,105.0,0.0
7,105,1,1,1,0,1,1,3,,,,,,,,,2.762672,3256.0,1.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.7388,65.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.822972,58.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69082,35.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.689608,693.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947804,193.0,0.0
