n_files,total_mb,drizcorr,pctecorr,crsplit,subarray,detector,dtype,instr,mem_pred,wall_pred,bin_pred,wc_mean,wc_err,wc_std,x_mean,x_files,memory,wallclock,mem_bin
2,2,0,0,1,0,0,0,2,,,,,,,,,0.7013,37.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691376,37.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.825328,89.0,0.0
3,20,0,0,0,1,0,1,1,,,,,,,,,0.823392,98.0,0.0
3,5,0,0,2,0,0,1,2,,,,,,,,,0.589764,37.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.616168,50.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537136,34.0,0.0
2,4,0,0,0,1,0,0,3,,,,,,,,,0.69196,31.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.708524,88.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570992,38.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.713904,906.0,0.0
2,5,1,0,0,1,0,0,3,,,,,,,,,0.724576,50.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537796,36.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.717056,55.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.226876,3876.0,1.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.709992,39.0,0.0
3,1,0,0,0,1,0,1,1,,,,,,,,,0.691032,55.0,0.0
5,5,1,1,1,1,1,1,3,,,,,,,,,1.021908,381.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.717372,1509.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.696912,45.0,0.0
2,69,1,0,0,0,0,0,3,,,,,,,,,0.982788,86.0,0.0
9,182,1,0,0,0,0,1,3,,,,,,,,,1.097496,272.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.712368,48.0,0.0
7,106,1,0,0,0,0,1,3,,,,,,,,,1.125188,204.0,0.0
5,66,1,0,0,0,0,1,3,,,,,,,,,1.002172,133.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.712588,1196.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690216,36.0,0.0
6,33,0,0,0,0,0,1,2,,,,,,,,,0.729804,77.0,0.0
4,9,0,0,0,0,0,0,2,,,,,,,,,0.620804,65.0,0.0
7,66,1,0,0,0,0,1,3,,,,,,,,,0.891776,177.0,0.0
2,35,1,0,0,0,0,0,3,,,,,,,,,1.033768,88.0,0.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.663444,68.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.148968,2283.0,0.0
9,142,1,0,0,0,0,1,3,,,,,,,,,1.117396,246.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57054,58.0,0.0
11,172,1,1,1,0,1,1,0,,,,,,,,,3.804084,14858.0,1.0
5,14,0,0,2,0,0,1,2,,,,,,,,,0.778576,75.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69154,35.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.712644,70.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691076,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57092,37.0,0.0
6,23,0,0,0,0,0,1,2,,,,,,,,,0.716064,79.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.701588,36.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.719116,43.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.710452,48.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.53756,36.0,0.0
5,18,1,0,0,0,0,1,3,,,,,,,,,1.090412,90.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.704832,44.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.710812,48.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.721752,735.0,0.0
5,14,0,0,1,1,0,1,2,,,,,,,,,0.794656,79.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.711936,47.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.712044,70.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537688,34.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.535864,34.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.712552,1534.0,0.0
2,10,0,0,0,1,0,0,3,,,,,,,,,0.733504,37.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57058,36.0,0.0
2,9,1,1,1,1,1,0,3,,,,,,,,,1.109392,506.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.690016,25.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.257276,11215.0,1.0
2,15,1,0,0,0,0,0,3,,,,,,,,,0.92082,67.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146352,1523.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.690972,51.0,0.0
7,108,1,0,0,0,0,1,3,,,,,,,,,1.082336,175.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.707564,95.0,0.0
5,98,1,0,0,0,0,1,3,,,,,,,,,0.926944,107.0,0.0
3,6,0,0,2,1,0,1,2,,,,,,,,,0.730388,43.0,0.0
2,24,1,0,0,0,0,0,3,,,,,,,,,1.082332,80.0,0.0
6,9,1,0,2,1,1,1,0,,,,,,,,,0.865464,140.0,0.0
3,0,0,0,2,1,0,1,2,,,,,,,,,0.55082,31.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.711488,56.0,0.0
12,12,1,0,2,0,0,1,0,,,,,,,,,0.833752,107.0,0.0
4,6,0,0,0,0,0,1,1,,,,,,,,,1.53498,168.0,0.0
2,0,1,0,0,1,0,0,3,,,,,,,,,0.692792,44.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.687072,28.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.69024,38.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.5727,33.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.538128,36.0,0.0
13,86,0,0,0,0,0,1,1,,,,,,,,,1.723236,945.0,0.0
3,1,0,0,1,0,0,1,2,,,,,,,,,0.536444,33.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.727324,1753.0,0.0
7,7,1,0,1,1,1,1,3,,,,,,,,,0.758176,130.0,0.0
5,17,1,1,1,1,1,1,3,,,,,,,,,1.146844,924.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570716,37.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.68986,37.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.948704,189.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691884,34.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.456728,18.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.246256,9393.0,1.0
5,1,1,0,1,1,1,1,3,,,,,,,,,0.694684,85.0,0.0
2,9,1,0,1,1,1,0,0,,,,,,,,,0.882064,80.0,0.0
6,9,1,0,2,1,1,1,0,,,,,,,,,0.872876,135.0,0.0
2,10,1,0,0,1,0,0,3,,,,,,,,,0.746512,50.0,0.0
3,0,0,0,2,1,0,1,2,,,,,,,,,0.551344,31.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.738396,84.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.719592,39.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.552484,31.0,0.0
5,91,1,0,0,0,0,1,3,,,,,,,,,0.996968,147.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.273076,856.0,0.0
4,1,0,0,0,0,0,1,1,,,,,,,,,1.430508,115.0,0.0
2,35,1,0,0,0,0,0,3,,,,,,,,,1.075968,108.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.698592,805.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570544,37.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.53782,35.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.56996,37.0,0.0
3,2,0,0,2,0,0,1,2,,,,,,,,,0.635148,55.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.701552,37.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.714852,47.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.643928,54.0,0.0
2,2,0,0,0,1,0,0,3,,,,,,,,,0.692224,27.0,0.0
2,13,1,0,0,0,0,0,3,,,,,,,,,1.039008,63.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.695072,44.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.70466,45.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.278,805.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.704196,47.0,0.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.620056,51.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.305016,7700.0,1.0
2,10,1,0,0,1,0,0,3,,,,,,,,,0.748668,52.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146484,1032.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.149228,1724.0,0.0
2,2,1,0,1,1,1,0,3,,,,,,,,,0.707004,65.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.535604,34.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69062,37.0,0.0
3,9,0,0,2,1,0,1,2,,,,,,,,,0.602364,46.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.241296,1609.0,1.0
2,31,1,0,0,0,0,0,3,,,,,,,,,0.960628,85.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690332,37.0,0.0
7,105,1,1,1,0,1,1,3,,,,,,,,,2.763704,2815.0,1.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.281372,780.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.694216,45.0,0.0
5,4,1,0,1,1,1,1,3,,,,,,,,,0.722176,103.0,0.0
2,33,0,0,1,0,1,0,3,,,,,,,,,0.715612,36.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.717632,2013.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.831048,84.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570024,37.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.696432,45.0,0.0
6,69,1,1,2,0,1,1,0,,,,,,,,,2.206652,4797.0,1.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.20996,5273.0,1.0
2,0.0,0,0,0,1,0,0,1,0.47968155,39.297596,0.0,38.53666184273999,0.25491644770159755,16.41392734692981,,-0.8890390748952078,0.457584,17.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.707216,1502.0,0.0
5,11,0,0,0,1,0,1,1,,,,,,,,,1.575432,153.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570232,37.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.457304,18.0,0.0
5,78,1,0,0,0,0,1,3,,,,,,,,,1.115792,118.0,0.0
3,8,0,0,2,1,0,1,2,,,,,,,,,0.7424,44.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.300932,4437.0,1.0
5,7,0,0,2,1,0,1,2,,,,,,,,,0.640848,57.0,0.0
5,31,1,0,0,0,0,1,3,,,,,,,,,1.083484,96.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947764,200.0,0.0
3,49,0,0,0,0,0,0,2,,,,,,,,,0.774776,56.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.71816,48.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.617356,51.0,0.0
5,98,1,0,0,0,0,1,3,,,,,,,,,1.061632,139.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.148004,1753.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.569984,36.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947956,201.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690588,36.0,0.0
2,24,1,0,0,0,0,0,3,,,,,,,,,1.017196,76.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69078,50.0,0.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.55368,23.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.457488,19.0,0.0
9,140,1,1,1,0,1,1,3,,,,,,,,,3.226352,3343.0,1.0
2,29,1,0,0,0,0,0,3,,,,,,,,,1.07688,79.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.712356,1807.0,0.0
2,13,1,0,0,0,0,0,3,,,,,,,,,0.939416,106.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.538108,27.0,0.0
5,3,0,0,1,1,0,1,2,,,,,,,,,0.629792,60.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537948,35.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.690136,32.0,0.0
6,28,0,0,0,0,0,1,2,,,,,,,,,0.757964,93.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.710592,1896.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.689864,29.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147188,832.0,0.0
7,106,1,0,0,0,0,1,3,,,,,,,,,0.958864,195.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.549672,30.0,0.0
3,2,0,0,2,0,0,1,2,,,,,,,,,0.635132,56.0,0.0
2,11.0,0,0,0,1,0,0,1,0.53771794,78.605225,0.0,77.79629629629629,0.25171514485478585,1.8497209962749397,,-0.8890390748952078,0.49136,78.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.695236,43.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.8279,87.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.27396,647.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.71266,47.0,0.0
13,13,0,0,0,0,0,1,1,,,,,,,,,1.588244,645.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.70012,37.0,0.0
5,3,0,0,1,1,0,1,2,,,,,,,,,0.693668,56.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.416044,81.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.69794,44.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.724736,42.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537832,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57056,37.0,0.0
2,2,1,0,1,1,1,0,3,,,,,,,,,0.710688,72.0,0.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.736576,65.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.137908,1342.0,0.0
2,1,0,0,0,1,0,0,1,,,,,,,,,0.526372,35.0,0.0
3,1,0,0,2,1,0,1,2,,,,,,,,,0.692448,37.0,0.0
2,6,1,0,0,1,0,0,3,,,,,,,,,0.727492,49.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57194,36.0,0.0
7,105,1,1,1,0,1,1,3,,,,,,,,,2.744108,3063.0,1.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.147396,2385.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570328,37.0,0.0
5,17,1,1,1,1,1,1,3,,,,,,,,,1.128588,925.0,0.0
5,98,1,0,0,0,0,1,3,,,,,,,,,0.99696,114.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.6993,37.0,0.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.6192,53.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.704908,42.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69146,37.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.68884,30.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.457608,20.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.45844,22.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.551684,30.0,0.0
5,43,0,0,1,1,0,1,2,,,,,,,,,0.76314,105.0,0.0
5,9,0,0,2,0,0,1,2,,,,,,,,,0.738508,72.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.692884,35.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.569996,36.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.680036,793.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.822756,60.0,0.0
5,9,0,0,2,0,0,1,2,,,,,,,,,0.666328,67.0,0.0
6,17,1,0,2,1,1,1,0,,,,,,,,,1.142948,144.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691532,37.0,0.0
2,31,1,0,0,0,0,0,3,,,,,,,,,1.047764,82.0,0.0
5,5,1,1,1,1,1,1,3,,,,,,,,,1.022756,301.0,0.0
16,16,1,0,2,0,0,1,0,,,,,,,,,0.936876,147.0,0.0
5,27,1,0,0,0,0,1,3,,,,,,,,,1.04912,104.0,0.0
37,529,1,0,0,0,0,1,3,,,,,,,,,1.277984,3680.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690308,37.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.280472,11437.0,1.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.945988,209.0,0.0
4,2,1,0,0,0,0,0,0,,,,,,,,,0.714384,43.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947836,195.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.273728,859.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.689312,34.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57186,36.0,0.0
7,49,0,0,0,1,0,1,1,,,,,,,,,0.828368,203.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147604,737.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.61464,46.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.535936,23.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147328,962.0,0.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.737716,58.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.457424,17.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690984,37.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.707856,100.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.5696,38.0,0.0
3,14,0,0,1,0,0,1,2,,,,,,,,,0.630312,53.0,0.0
6,4,1,0,2,1,1,1,0,,,,,,,,,0.73278,93.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.266808,2177.0,1.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.702128,724.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571176,37.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.711412,1123.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.148,2411.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.689024,27.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.692164,37.0,0.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.620816,52.0,0.0
6,21,0,0,0,0,0,1,2,,,,,,,,,0.711928,72.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.703336,45.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.572544,37.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947172,193.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.64466,54.0,0.0
2,5,1,0,0,1,0,0,3,,,,,,,,,0.721036,47.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.137832,497.0,0.0
7,105,1,1,1,0,1,1,3,,,,,,,,,2.76148,2835.0,1.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.688404,33.0,0.0
3,2,0,0,2,1,0,1,2,,,,,,,,,0.692752,39.0,0.0
7,7,1,0,1,0,0,1,0,,,,,,,,,0.741936,85.0,0.0
3,20,0,0,0,1,0,1,1,,,,,,,,,1.718604,132.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147132,921.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57036,31.0,0.0
2,5,1,0,0,1,0,0,3,,,,,,,,,0.7244,49.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.617364,50.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.704492,45.0,0.0
7,105,1,1,1,0,1,1,3,,,,,,,,,2.763908,3193.0,1.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.14796,2167.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69086,36.0,0.0
9,140,1,1,1,0,1,1,3,,,,,,,,,3.256188,3945.0,1.0
2,5,1,0,0,1,0,0,3,,,,,,,,,0.72472,49.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.688776,50.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.72662,1850.0,0.0
7,7,1,0,1,0,0,1,0,,,,,,,,,0.753152,115.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.709512,33.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.70986,46.0,0.0
5,5,0,0,1,0,0,1,2,,,,,,,,,0.711212,63.0,0.0
5,18,1,0,0,0,0,1,3,,,,,,,,,0.89694,99.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690552,37.0,0.0
3,28,0,0,0,0,0,0,2,,,,,,,,,0.705696,43.0,0.0
2,0,0,0,0,1,0,0,1,,,,,,,,,0.616596,38.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.705516,46.0,0.0
9,132,1,0,0,0,0,1,3,,,,,,,,,1.075968,238.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57018,37.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.72064,1774.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57026,37.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.720072,41.0,0.0
6,5,1,0,1,0,0,1,0,,,,,,,,,0.732104,94.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.639436,76.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.688716,50.0,0.0
4,5,0,0,0,0,0,1,1,,,,,,,,,1.527136,160.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.711068,79.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.589788,42.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570436,37.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.701368,37.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.698316,43.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690008,38.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.70564,46.0,0.0
3,19,0,0,0,0,0,0,2,,,,,,,,,0.629176,66.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.699376,37.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69042,35.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.710952,63.0,0.0
2,2,1,0,1,1,1,0,3,,,,,,,,,0.710108,59.0,0.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.740748,58.0,0.0
5,5,0,0,1,0,0,1,2,,,,,,,,,0.633724,57.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.705984,46.0,0.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.965276,315.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.696612,41.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.69506,42.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.689116,50.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.14886,2567.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.705216,39.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947872,189.0,0.0
2,9,1,0,1,1,1,0,3,,,,,,,,,0.95164,101.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.5703,36.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.73664,803.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.537052,35.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146644,939.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690604,37.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691692,37.0,0.0
3,1,0,0,2,1,0,1,2,,,,,,,,,0.69028,37.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.713104,38.0,0.0
12,5,1,0,0,1,0,1,3,,,,,,,,,0.714288,92.0,0.0
2,0,0,0,0,1,0,0,1,,,,,,,,,0.617312,43.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691528,38.0,0.0
8,7,1,0,2,0,0,1,0,,,,,,,,,0.738352,62.0,0.0
3,9,0,0,2,1,0,1,2,,,,,,,,,0.745376,50.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.695972,43.0,0.0
5,5,1,0,1,0,0,1,0,,,,,,,,,0.727336,78.0,0.0
3,2,0,0,2,0,0,1,2,,,,,,,,,0.6371,55.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.69754,45.0,0.0
3,1,0,0,1,0,0,1,2,,,,,,,,,0.536628,31.0,0.0
2,4,0,0,0,1,0,0,3,,,,,,,,,0.692224,30.0,0.0
5,56,1,0,0,0,0,1,3,,,,,,,,,1.1145,112.0,0.0
7,12,1,0,0,1,0,1,3,,,,,,,,,0.73388,79.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.538024,36.0,0.0
37,54,1,0,0,1,0,1,3,,,,,,,,,0.823064,238.0,0.0
17,256,1,0,0,0,0,1,3,,,,,,,,,1.09382,462.0,0.0
4,1,0,0,0,0,0,1,1,,,,,,,,,1.466684,107.0,0.0
2,0,0,0,0,0,0,0,1,,,,,,,,,0.617688,44.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570148,31.0,0.0
10,3,1,1,2,1,1,1,3,,,,,,,,,0.979692,479.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.145536,1071.0,0.0
